date,count
2023-11-11,1
2023-11-29,1
2023-12-06,1
2023-12-13,1
2023-12-20,1
2023-12-27,1
2024-01-03,1
2024-01-10,1
2024-01-17,1
2024-01-24,1
2024-07-01,1
2024-07-14,1
2024-07-21,1
2024-07-28,1
2024-08-04,1
2024-08-11,1
2024-08-18,1
