date,count
2023-11-15,2
2023-11-21,1
2023-11-28,1
2023-12-12,1
2023-12-19,1
2023-12-26,1
2024-01-16,1
2024-01-31,1
2024-02-07,1
2024-07-03,1
2024-07-10,1
2024-07-17,1
2024-07-24,1
2024-07-31,1
2024-08-07,1
2024-08-14,1
2024-09-03,1
